Date,Close,High,Low,Open,Volume,Target_30d,Close_next30,Return_1,Return_5,Return_10,Return_20,MA_5,MA_10,MA_30,Vol_5,Vol_10,Vol_30,Vol_MA_5,Vol_MA_10,Vol_MA_30,Trend_MA5_30,Close_MA30_diff
2004-09-30,3.221027612686157,3.2881328528532205,3.20611557387895,3.228484224053446,275160564,1,4.548707485198975,-0.011290777853945833,0.07266994275057637,0.13714132620105857,0.2927681655635048,3.1098325729370115,3.030947232246399,2.754715840021769,0.14366989453276255,0.1287737584983344,0.22776216750183265,309572517.6,241680078.0,230735034.0,0.3551167329152425,0.4663117726643877
2004-10-01,3.295091152191162,3.3363476986955893,3.203629937712564,3.250851346030813,302497200,1,4.523357391357422,0.022993761125580825,0.10640049870668178,0.12843640363536313,0.30607821038567673,3.1732091426849367,3.0684513092041015,2.781425182024638,0.14095832654089105,0.14630731325270205,0.2426097306699652,333578088.0,252984762.0,211045543.2,0.39178396066029864,0.513665970166524
2004-10-04,3.3567280769348145,3.4017128103228798,3.3311287301788206,3.361450525614901,260455284,1,4.594686508178711,0.018705681238185168,0.14206013168727072,0.13153474197137793,0.3504647590567731,3.256717395782471,3.1074714422225953,2.8035863320032757,0.07668377487784515,0.16671387323961576,0.2636055685078721,357404637.6,257772769.2,204504490.8,0.4531310637791952,0.5531417449315388
2004-10-05,3.4389939308166504,3.442970505614725,3.286640728107236,3.346786836302655,299464236,1,4.288241386413574,0.024507750403469197,0.09072979347784682,0.1742191876859014,0.36217774887164245,3.313930320739746,3.158495879173279,2.8275866429011027,0.08603455564028603,0.18320369896806815,0.28734539430588135,349581268.8,273261664.8,202315881.6,0.4863436778386432,0.6114072879155477
2004-10-06,3.4069321155548096,3.440982337595534,3.3800903531292903,3.418613689205782,267628104,1,4.287247180938721,-0.009323021763585126,0.04577346329095722,0.15796598363110026,0.3399803903145109,3.3437545776367186,3.2049721479415894,2.854271133740743,0.08755039160053338,0.1811676179885136,0.30284903049842704,281041077.6,284862052.8,201071926.8,0.4894834438959754,0.5526609818140664
2004-10-07,3.450923442840576,3.476522789518702,3.3937596508688577,3.402955213139882,282301416,1,4.163974285125732,0.012912299333737387,0.0713734428258126,0.14923008958045259,0.35715013718970345,3.3897337436676027,3.249783158302307,2.8814858277638753,0.06425169934767262,0.18102760418645125,0.31868676243260513,282469248.0,296020882.8,204356239.2,0.5082479159037274,0.5694376150767009
2004-10-08,3.4230875968933105,3.471551420994971,3.405441398414988,3.447691972448601,221390388,1,4.210201263427734,-0.008066202107443132,0.03884458389475309,0.14937816569989004,0.3076047427057451,3.4153330326080322,3.2942710876464845,2.906190339724223,0.03671431910236908,0.16035679293797736,0.3311675146237814,266247885.6,299912986.8,207005986.8,0.5091426928838092,0.5168972571690875
2004-10-11,3.361699104309082,3.451172037109299,3.326655805345958,3.404943704002542,209442348,1,4.103330612182617,-0.017933661014092328,0.001480914527579813,0.14375142512765593,0.2582325511998462,3.4163272380828857,3.3365223169326783,2.930306641260783,0.03474507202931191,0.10112629059046103,0.3372665313992838,256045298.4,306724968.0,209846210.4,0.48602059682210275,0.43139246304829904
2004-10-12,3.4148850440979004,3.4201052159067524,3.31547067714033,3.341318412549298,233310456,1,4.163476467132568,0.015821148216579983,-0.00701044759128866,0.08308328942441312,0.23239733346343017,3.4115054607391357,3.362717890739441,2.9596255858739218,0.03240730396657617,0.08000762624982306,0.33996571058173536,242814542.4,296197905.6,214158693.6,0.45187987486521397,0.4552594582239786
2004-10-13,3.501873254776001,3.5677348901181296,3.4814938416952748,3.56201936299458,395324280,1,4.343416213989258,0.02547324713856658,0.027867047537497136,0.07491608210593936,0.2580355439778206,3.430493688583374,3.3871241331100466,2.99154589176178,0.05134099758263103,0.08165854369691172,0.3445468799118488,268353777.6,274697427.6,224057584.8,0.43894779682159424,0.5103273630142211
